{'global': {'threads': 16, 'cuda': True, 'batch_size': 512, 'max_tokens': 20, 'visual_feature_size': 768, 'cosine_annealing_steps': 1, 'dexter': False, 'clap': True, 'palmtree': True, 'interval': 4, 'decoder_type': 'lord', 'no_combo': False}, 'COMBO': {'learning_rate': 5e-05, 'epochs': 80, 'max_grad_norm': 1, 'weight_decay': 0.01, 'warmup_percent': 1.0, 'Dexter2Seq': {'patches': 16, 'dim_inter': 32}, 'Clap2Seq': {'patches': 16, 'dim_inter': 48}, 'PalmtreeSeq': {'size': 50, 'emb_size': 128}, 'CoCa': {'unimodal_depth': 6, 'multimodal_depth': 6, 'dim_head': 24, 'head': 32, 'feedforward_factor': 4, 'dropout': 0, 'final_mlp_depth': 1, 'caption_loss_weight': 1.0, 'contrastive_loss_weight': 1.0, 'num_img_queries': 63}}, 'LORD': {'learning_rate_combo': 1e-05, 'learning_rate_lord': 5e-05, 'epochs': 80, 'max_grad_norm': 1, 'weight_decay': 0.01, 'warmup_percent': 1.0, 'LORD': {'depth': 12, 'head': 32, 'feedforward_factor': 4, 'dropout': 0.1, 'final_mlp_depth': 1, 'loss_type': 'smooth'}}}
<shared-project-root>/baselines/blens/inferenceCOMBO.py:37: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  combo.load_state_dict(torch.load(os.path.join(directoryXP, f"COMBO-Function-0")))
target: ngx_http_process_header
output: ngx_http_proxy_process_header
target: ngx_http_process_status_line
output: ngx_http_option_get_uid_id_filter
target: ngx_http_re_initialise_request
output: ngx_http_upstream_ip_hash
target: ngx_http_store
output: ngx_http_fast_store
target: ngx_http_script_addition_code
output: message_buffer
target: ngx_http_script_addition_copy_code
output: ngx_http_variable_real_path_root
target: ngx_http_script_break_code
output: ftp_state
target: ngx_http_script_compile
output: ngx_http_script_done
target: ngx_http_script_value_code
output: ngx_http_user_id_variable
target: ngx_http_script_copy_code
output: database_flush_thread
target: ngx_http_script_copy_length_code
output: zn_6_output_2_event
target: ngx_http_script_copy_variable_code
output: lua_full_gc
target: ngx_http_script_copy_variable_length_code
output: fill_argument_list
target: ngx_http_script_equal_code
output: set_all_pager_flags
target: ngx_http_script_file_code
output: ngx_http_upstream_process
target: ngx_http_script_flush_value
output: curl_time
target: ngx_http_script_flush_no_cache_able
output: fd_elf_string_tab_address_ef
target: ngx_http_script_full_name_code
output: ngx_http_script_full_name_code
target: ngx_http_script_full_name_length_code
output: curl_ssl_easy_config_complete
target: ngx_http_script_if_code
output: ctf_sym
target: ngx_http_script_mark_argument_code
output: is
target: ngx_http_script_code
output: ping_set_count
target: ngx_http_script_not_equal_code
output: set_all_pager_flags
target: ngx_http_script_return_code
output: save_string
target: ngx_http_script_run
output: ngx_http_upstream_initialise_main_configuration
target: ngx_http_script_set_variable_code
output: get_64
target: ngx_http_script_start_argument_code
output: archive_string_copy
target: ngx_http_script_start_code
output: ngx_http_variable_cleanup
target: ngx_http_script_value_code
output: archive_entry_set
target: ngx_http_script_variable_code
output: load_byte
target: ngx_http_script_variable_set_handler_code
output: zn_11_break_node_5_width_event
target: ngx_http_script_count
output: argument
target: ngx_http_send_header
output: fd_get_next
target: ngx_http_send
output: ngx_http_send
target: ngx_http_send
output: ctf_type_size
target: ngx_http_send_special
output: string_to
target: ngx_http_send_special
output: ngx_http_send_special
target: ngx_http_set_api
output: ngx_http_upstream_cache_send
target: ngx_http_set_charset_slot
output: ngx_http_echo
target: ngx_http_set_value_size_slot
output: sq_lite_3_make_internal
target: ngx_http_set_value_slot
output: timestamp_3_get_variable_integer
target: ngx_http_set_value_zero_slot
output: ngx_http_variable_read_request_body
target: ngx_http_set_content_type
output: fd_write
target: ngx_http_set_default
output: ngx_http_variable_server
target: ngx_http_set_sym_links
output: fd_elf_link_hash_hide_symbol
target: ngx_http_set
output: ngx_http_proxy_process_status_line
target: ngx_http_set_extend
output: dfa_supported
target: ngx_http_set_last
output: ngx_http_upstream_initialise_random
target: ngx_http_set_slot
output: ngx_http_upstream_update_random
target: ngx_http_set_header
output: gl_linked_nx_addition
target: ngx_http_set_server
output: format
target: ngx_http_set_write_handler
output: ngx_http_upstream_error
target: ngx_http_special_handler
output: archive_read_format
target: ngx_http_split_argument
output: read_and_delete
target: ngx_http_split
output: ngx_http_split
target: ngx_http_split_variable
output: ngx_http_split_variable
target: ngx_http_block
output: ngx_http_block
target: ngx_http_body_filter
output: fd_elf_link_setup_gnu_properties
target: ngx_http_config
output: ngx_http_config
target: ngx_http_create_location_configuration
output: ngx_http_core_create_location_configuration
target: ngx_http_create_main_configuration
output: ngx_http_create_request
target: ngx_http_date_local_variable
output: ngx_http_date_local_variable
target: ngx_http_echo
output: ngx_http_echo
target: ngx_http
output: fd_set_cache_able
target: ngx_http_end_block
output: archive_entry_time_is_set
target: ngx_http
output: archive_entry_time_is_set
target: ngx_http_evaluate_string
output: ngx_http_evaluate_string
target: ngx_http_filter_initialise
output: stats
target: ngx_http_get_variable
output: ngx_http_upstream_get_keep_peer
target: ngx_http_header_filter
output: ngx_http_header_filter
target: ngx_http_if
output: ngx_http_if
target: ngx_http_include
output: ngx_http_include
target: ngx_http_initialise_main_configuration
output: apply_option_initialise
target: ngx_http_merge_location_configuration
output: lua_free_all
target: ngx_http_output
output: ngx_http_output
target: ngx_http
output: ngx_http_script_addition_copy_code
target: ngx_http_set
output: ngx_http_set
target: ngx_http_set_variable
output: curl_set
target: ngx_http_output
output: fd_elf_get_ec_type_attribute
target: ngx_http_static_handler
output: ngx_http_static_handler
target: ngx_http_static_initialise
output: ngx_http_rewrite_initialise
target: ngx_http_stats_initialise_zone
output: group
target: ngx_http_status_line
output: lz_4_compress_end
target: ngx_http_subtract_request
output: ngx_http_proxy_initialise_headers
target: ngx_http_handler
output: resource_use_start
target: ngx_http_request
output: ngx_http_request
target: ngx_http_test_content_type
output: curl_connection_cache
target: ngx_http_test
output: process_table_cleanup_entries
target: ngx_http_test_if_match
output: ngx_http_test_if_match
target: ngx_http_test
output: curl_buffer_write
target: ngx_http_test
output: pager_open_wal_if_present
target: ngx_http_test
output: curl_buffer_write
target: ngx_http_time
output: parse_time_item
target: ngx_http_filter
output: ngx_http_process_user
target: ngx_http_try_files
output: ngx_http_try_files
target: ngx_http_try_files_create_location_configuration
output: signal_handler
target: ngx_http_try_files_handler
output: ngx_http_proxy_body_output_filter
target: ngx_http_try_files_initialise
output: ngx_http_rewrite_initialise
target: ngx_http_slot
output: ngx_http_rewrite_handler
target: ngx_http_update_location_config
output: fd_elf_link_iterate_on_re_location
target: ngx_http_upstream
output: ngx_http_rewrite_if
target: ngx_http_upstream_addition
output: sq_lite_3_vtab_table_initialise
target: ngx_http_upstream_addition
output: ngx_http
target: ngx_http_upstream_address_variable
output: ngx_http_upstream_address_variable
target: ngx_http_upstream_bind_set_slot
output: ngx_http_core_server
target: ngx_http_upstream_cache
output: fd_elf_gc_mark_ec
target: ngx_http_upstream_cache_last
output: ngx_http_upstream_cache_last
target: ngx_http_upstream_cache_send
output: ngx_http_upstream_cache_send
target: ngx_http_upstream_cache_status
output: curl_is_in_callback
target: ngx_http_upstream_hash_compare
output: has
target: ngx_http_upstream_check_connection
output: tree_begin_trans
target: ngx_http_upstream_cleanup
output: fd_elf_check_section
target: ngx_http_upstream_connect
output: ngx_http_upstream_connect
target: ngx_http_upstream_cookie_variable
output: ngx_http_upstream_cookie_variable
target: ngx_http_upstream_copy
output: ngx_http_upstream_copy
target: ngx_http_upstream_copy_content_type
output: fd_elf_get_ec_type_attribute
target: ngx_http_upstream_copy_header_line
output: ngx_http_upstream_copy_header_line
target: ngx_http_upstream_copy_last
output: ngx_http_upstream_copy_last
target: ngx_http_upstream_copy_multi_header_lines
output: ngx_http_upstream_copy_multi_header_lines
target: ngx_http_upstream_create
output: ngx_http_proxy_create_location_configuration
target: ngx_http_upstream_create_main_configuration
output: ngx_http_charset_create_location_configuration
target: ngx_http_upstream_create_peer
output: ngx_http_upstream_initialise
target: ngx_http_upstream_dummy_handler
output: zn_5_color_2_event
target: ngx_http_upstream_finalize_request
output: ngx_http_upstream_finalize_request
target: ngx_http_upstream_free_keep_peer
output: ngx_http_write_filter
target: ngx_http_upstream_free_peer
output: fill_buffer
target: ngx_http_upstream_get_hash_peer
output: ngx_http_upstream_get_hash_peer
target: ngx_http_upstream_get_hash_peer
output: ngx_http_upstream_get_random_2_peer
target: ngx_http_upstream_get_ip_hash_peer
output: fd_elf_assign_file_position_for_section
target: ngx_http_upstream_get_keep_peer
output: ngx_http_upstream_process
target: ngx_http_upstream_get_connection_peer
output: ngx_http_upstream_get_random_2_peer
target: ngx_http_upstream_get_random_2_peer
output: ngx_http_upstream_get_random_2_peer
target: ngx_http_upstream_get_random_peer
output: fd_elf_link_record_local_dynamic_symbol
target: ngx_http_upstream_get_peer
output: ngx_http_upstream_get_random_peer
target: ngx_http_upstream_get_peer
output: ngx_http_proxy_process_header
target: ngx_http_upstream_handler
output: ngx_http_upstream
target: ngx_http_upstream_hash
output: ngx_http_rewrite
target: ngx_http_upstream_hash_create_configuration
output: fd_generic_link_write_global_symbol
target: ngx_http_upstream_header_variable
output: set_variable_argument
target: ngx_http_upstream_hide_headers_hash
output: ngx_http_fast_create_request
target: ngx_http_upstream_ignore_header_line
output: sq_lite_3_library_version_number
target: ngx_http_upstream_initialise
output: ngx_http_upstream_process_non_request
target: ngx_http_upstream_initialise_hash
output: ngx_http_upstream_initialise_hash
target: ngx_http_upstream_initialise_hash_peer
output: ngx_http_log_variable_compile
target: ngx_http_upstream_initialise_hash
output: ngx_http_upstream_initialise_hash
target: ngx_http_upstream_initialise_hash_peer
output: ngx_http_upstream_initialise_hash_peer
target: ngx_http_upstream_initialise_ip_hash
output: ngx_http_upstream_initialise_hash
target: ngx_http_upstream_initialise_ip_hash_peer
output: ngx_http_upstream_initialise_ip_hash_peer
target: ngx_http_upstream_initialise_keep
output: ngx_http_upstream_initialise_keep
target: ngx_http_upstream_initialise_keep_peer
output: ngx_http_upstream_initialise_keep_peer
target: ngx_http_upstream_initialise_connection
output: ngx_http_upstream_initialise_hash
target: ngx_http_upstream_initialise_connection_peer
output: ngx_http_upstream_initialise_connection_peer
target: ngx_http_upstream_initialise_main_configuration
output: ngx_http_upstream_initialise_main_configuration
target: ngx_http_upstream_initialise_random
output: ngx_http_upstream_initialise_random_peer
target: ngx_http_upstream_initialise_random_peer
output: ngx_http_upstream_initialise_keep_peer
target: ngx_http_upstream_initialise_request
output: ngx_http_upstream_initialise_request
target: ngx_http_upstream_initialise
output: ngx_http_variable_headers_internal
target: ngx_http_upstream_initialise_peer
output: ngx_http_upstream_initialise_ip_hash_peer
target: ngx_http_upstream_initialise
output: ngx_http_core_server
target: ngx_http_upstream_initialise
output: ngx_http_upstream_initialise_random
target: ngx_http_upstream_initialise_peer
output: ngx_http_upstream_initialise_keep_peer
target: ngx_http_upstream_ip_hash
output: ngx_http_upstream_ip_hash
target: ngx_http_upstream_keep
output: ngx_http_upstream_cache_update
target: ngx_http_upstream_keep_close_handler
output: ngx_http_upstream_keep_close_handler
target: ngx_http_upstream_keep_create_configuration
output: get_set
target: ngx_http_upstream_keep_dummy_handler
output: zn_5_color_2_event
target: ngx_http_upstream_connection
output: ngx_http_upstream_ip_hash
target: ngx_http_upstream_next
output: ngx_http_upstream_next
target: ngx_http_upstream_non_filter
output: ngx_http_upstream_process
target: ngx_http_upstream_non_filter_initialise
output: sq_lite_3_library_version_number
target: ngx_http_upstream_output_filter
output: ngx_http_upstream_output_filter
target: ngx_http_upstream_para_set_slot
output: ngx_http_log_initialise
target: ngx_http_upstream_peek_random_peer
output: bi_et
target: ngx_http_upstream_process
output: ngx_http_upstream_process
target: ngx_http_upstream_process
output: op
target: ngx_http_upstream_process_cache_control
output: ngx_http_upstream_process_cache_control
target: ngx_http_upstream_process_charset
output: fd_elf_gc_record_vt
target: ngx_http_upstream_process_connection
output: ngx_http_upstream_process_connection
target: ngx_http_upstream_process_content_length
output: ngx_http_upstream_process_content_length
target: ngx_http_upstream_process
output: ngx_http_upstream_process_upstream
target: ngx_http_upstream_process
output: ngx_http_upstream_process
target: ngx_http_upstream_process_header
output: ngx_http_upstream_process_header
target: ngx_http_upstream_process_header_line
output: ngx_http_upstream_process_header_line
target: ngx_http_upstream_process_headers
output: ngx_http_upstream_process_headers
target: ngx_http_upstream_process_last
output: ngx_http_upstream_process_last
target: ngx_http_upstream_process_limit
output: ngx_http_upstream_process_limit
target: ngx_http_upstream_process_multi_header_lines
output: ngx_http_upstream_process_connection
target: ngx_http_upstream_process_non
output: ngx_http_upstream_process_non_upstream
target: ngx_http_upstream_process_non_request
output: ngx_http_upstream_process_non_request
target: ngx_http_upstream_process_non_upstream
output: ngx_http_auth_user_file
target: ngx_http_upstream_process_request
output: ngx_http_upstream_process_request
target: ngx_http_upstream_process_set_cookie
output: ngx_http_upstream_process_connection
target: ngx_http_upstream_process_transfer_encoding
output: ngx_http_upstream_process_transfer_encoding
target: ngx_http_upstream_process
output: ngx_http_upstream_process
target: ngx_http_upstream_process_upstream
output: ngx_http_upstream_process_upstream
target: ngx_http_upstream_process
output: ngx_http_upstream_cache_last
target: ngx_http_upstream_random
output: ngx_http_file_cache_initialise
target: ngx_http_upstream_random_create_configuration
output: lua_at_value
target: ngx_http_upstream_check_connection
output: message_set_message_no
target: ngx_http_upstream_read_request_handler
output: ngx_http_upstream_read_request_handler
target: ngx_http_upstream_resolve_handler
output: ngx_http_upstream_resolve_handler
target: ngx_http_upstream_length_variable
output: ngx_http_upstream_time_variable
target: ngx_http_upstream_time_variable
output: ngx_http_upstream_time_variable
target: ngx_http_upstream_rewrite_location
output: ngx_http_upstream_rewrite_location
target: ngx_http_upstream_rewrite
output: ngx_http_upstream_rewrite
target: ngx_http_upstream_rewrite_set_cookie
output: ngx_http_upstream_copy_last
target: ngx_http_upstream_peer_initialise
output: zn_6_engine_4_open_epns_ep_node_rk_9_reference_1
target: ngx_http_upstream_send_request
output: ngx_http_upstream_process_non_request
target: ngx_http_upstream_send_request_handler
output: lua_change_mode
target: ngx_http_upstream_server
output: ngx_http_upstream_server
target: ngx_http_upstream_set_single
output: term_is
target: ngx_http_upstream_status_variable
output: ngx_http_upstream_string_variable
target: ngx_http_upstream
output: ngx_http_upstream_time_variable
target: ngx_http_upstream_addition_cv
output: sq_lite_3_select_new
target: ngx_http_upstream_create_configuration
output: ngx_http_charset_create_main_configuration
target: ngx_http_upstream_hash
output: 256_point_from_bin_2_32
target: ngx_http_upstream_status_variable
output: ngx_http_upstream_length_variable
target: ngx_http_upstream_test_connect
output: ngx_http_upstream_test_connect
target: ngx_http_upstream_variable
output: set_control_character_or_die
target: ngx_http_upstream_read
output: lz_4_reset_stream
target: ngx_http_upstream_read_upstream
output: lz_4_reset_stream
target: ngx_http_upstream_write
output: lz_4_reset_stream
target: ngx_http_upstream_write_upstream
output: lz_4_reset_stream
target: ngx_http_upstream_check_connection
output: layout_fix_offsets
target: ngx_http_user_id_addition
output: ngx_http_script_addition_argument_code
target: ngx_http_user_id_create_configuration
output: ngx_http_variable_get_size
target: ngx_http_user_id_create_uid
output: timestamp_5_push_method
target: ngx_http_user_id
output: ngx_http_user_id
target: ngx_http_user_id
output: fd_make_section_with_flags
target: ngx_http_user_id_filter
output: ngx_http_user_id_filter
target: ngx_http_user_id_get_uid
output: ngx_http_process_status_line
target: ngx_http_user_id_got_variable
output: ngx_http_log_un_variable
target: ngx_http_user_id_initialise
output: gr_ec_text_table
target: ngx_http_user_id_initialise_worker
output: decode_32_error
target: ngx_http_user_id_mark
output: debug_get_type
target: ngx_http_user_id_merge_configuration
output: debug_record_line
target: ngx_http_user_id_3
output: ngx_http_user_id_3
target: ngx_http_user_id_path
output: ngx_http_user_id_path
target: ngx_http_user_id_reset_variable
output: bb_to
target: ngx_http_user_id_set_variable
output: ngx_http_geo_value
target: ngx_http_user_id_variable
output: ngx_http_user_id_variable
target: ngx_http_abort_request
output: zn_5_color_2_event
target: ngx_http_cache
output: ngx_http_cache
target: ngx_http_cache_key
output: time_variable_push
target: ngx_http_create_key
output: ngx_http_fast_create_key
target: ngx_http_create_location_configuration
output: ngx_http_core_create_location_configuration
target: ngx_http_create_main_configuration
output: ngx_http_proxy_create_main_configuration
target: ngx_http_create_request
output: ngx_http_create_request
target: ngx_http_finalize_request
output: zn_5_color_2_event
target: ngx_http_handler
output: ngx_http_handler
target: ngx_http_initialise_pa_rams
output: ngx_http_initialise_pa_rams
target: ngx_http_input_filter_initialise
output: ngx_http
target: ngx_http_merge_location_configuration
output: ngx_http_merge_location_configuration
target: ngx_http_pass
output: ngx_http_index_set_index
target: ngx_http_process_header
output: ngx_http_proxy_process_header
target: ngx_http_process_status_line
output: ngx_http_option_get_uid_id_filter
target: ngx_http_re_initialise_request
output: ngx_http_upstream_ip_hash
target: ngx_http_store
output: ngx_http_fast_store
target: ngx_http_valid
output: ngx_http_valid
target: ngx_http_validate_host
output: ngx_http_validate_host
target: ngx_http_variable_version
output: fd_set_file_flags
target: ngx_http_variable_argument
output: ngx_http_variable_argument
target: ngx_http_variable_binary_remote_address
output: sq_lite_3_timestamp_3_get_variable_integer_32
target: ngx_http_variable_body_bytes
output: ngx_http_variable_body_bytes
target: ngx_http_variable_bytes
output: ngx_http_variable_request_length
target: ngx_http_variable_connection
output: ngx_http_variable_request_length
target: ngx_http_variable_connection
output: ngx_http_variable_request_length
target: ngx_http_variable_connection_time
output: ngx_http_variable_connection_time
target: ngx_http_variable_content_length
output: ngx_http_variable_content_length
target: ngx_http_variable_cookie
output: ngx_http_variable_cookie
target: ngx_http_variable
output: option_so_socket
target: ngx_http_variable_root
output: ngx_http_variable_root
target: ngx_http_variable_header
output: sq_lite_3_database_addition_op_2
target: ngx_http_variable_headers_internal
output: ngx_http_user_id_create_uid
target: ngx_http_variable_host
output: archive_entry_set_is_data
target: ngx_http_variable_host_name
output: extract_label_information
target: ngx_http_variable_http
output: bb_to
target: ngx_http_variable_is_argument
output: is_in_table
target: ngx_http_variable_ec
output: ngx_http_variable_ec
target: ngx_http_variable_version
output: fd_set_file_flags
target: ngx_http_variable_pid
output: ngx_http_variable_pid
target: ngx_http_variable_pipe
output: fd_set_cache_able
target: ngx_http_variable_proxy_address
output: lua_clear_cache
target: ngx_http_variable_proxy
output: ngx_http_variable_proxy
target: ngx_http_variable_proxy
output: ngx_http_variable_proxy
target: ngx_http_variable_real_path_root
output: ngx_http_variable_real_path_root
target: ngx_http_variable_remote_address
output: curl_initialise
target: ngx_http_variable_remote
output: ngx_http_variable_remote
target: ngx_http_variable_remote_user
output: ngx_http_log_un_variable_get_length
target: ngx_http_variable_request
output: read
target: ngx_http_variable_request_body
output: ngx_http_variable_request_body
target: ngx_http_variable_request_body_file
output: archive_entry_attribute_count
target: ngx_http_variable_request_completion
output: curl_initialise
target: ngx_http_variable_request_file_name
output: ngx_http_variable_request_file_name
target: ngx_http_variable_request_get_size
output: ngx_http_variable_request_get_size
target: ngx_http_variable_request_id
output: ngx_http_variable_request_id
target: ngx_http_variable_request_length
output: ngx_http_variable_request_length
target: ngx_http_variable_request_line
output: next_character
target: ngx_http_variable_request_method
output: archive_entry_attribute_count
target: ngx_http_variable_request_time
output: ngx_http_variable_connection_time
target: ngx_http_variable
output: fd_set_file_flags
target: ngx_http_variable_connection
output: curl
target: ngx_http_variable_content_length
output: ngx_http_variable_content_length
target: ngx_http_variable_content_type
output: curl
target: ngx_http_variable_keep
output: ngx_http_variable_keep
target: ngx_http_variable_last
output: ngx_http_variable_last
target: ngx_http_variable_location
output: ngx_http_variable_server_address
target: ngx_http_variable_transfer_encoding
output: curl_connection_cf_is_ssl
target: ngx_http_variable_server_address
output: ngx_http_variable_server_address
target: ngx_http_variable_server_name
output: ctf_type_is_child
target: ngx_http_variable_server
output: ngx_http_variable_remote
target: ngx_http_variable_set_argument
output: sq_lite_3_tree_max_record_size
target: ngx_http_variable_set_limit
output: ngx_http_variable_set_limit
target: ngx_http_variable_status
output: ngx_http_variable_status
target: ngx_http_variable_information
output: ngx_http_variable_information
target: ngx_http_variable_time_iso
output: ngx_http_upstream_output_filter
target: ngx_http_variable_time_local
output: ngx_http_upstream_output_filter
target: ngx_http_variable_unknown_header
output: ngx_http_charset_merge_location_configuration
target: ngx_http_variable_unknown_header_in
output: elf_core_grok_open_bsd_note
target: ngx_http_variable_unknown_header_out
output: quote_argument
target: ngx_http_variable_unknown_out
output: sq_lite_3_result_text_16
target: ngx_http_addition_core_vars
output: ngx_http_upstream_cache_send
target: ngx_http_initialise_vars
output: ngx_http_proxy_create_request
target: ngx_http_wait_request_handler
output: ngx_http_wait_request_handler
target: ngx_http
output: ngx_http_upstream_send_request_handler
target: ngx_http_write_filter
output: ngx_http_range_body_filter
target: ngx_http_write_filter_initialise
output: sq_lite_3_os_end
target: ngx_http_write_request_body
output: ngx_http_proxy_process_status_line
target: ngx_http
output: ngx_http_upstream_process_non_request
target: ngx_inet_6_address
output: get_bits
target: ngx_inet_6_to
output: 
target: ngx_inet_addition_address
output: ngx_http_rewrite_handler
target: ngx_inet_address
output: time_spec_compare
target: ngx_inet_get
output: symbol_is_function
target: ngx_inet_to
output: gr_ec_line_grow_character_un_escape_last
target: ngx_inet_resolve_host
output: ctf_index_time
target: ngx_inet_set
output: symbol_code_set
target: ngx_inet
output: is_merge_able_note_section
target: ngx_initialise_cycle
output: load_symbols
target: ngx_initialise
output: fd_elf_size_group_sections
target: ngx_initialise_set_process
output: bc_number_one
target: ngx_initialise_signals
output: remove_utmp
target: ngx_json_encode
output: run
target: ngx_json_length
output: sq_lite_3_where_split
target: ngx_json_parse
output: timestamp_3
target: ngx_json_parse_string
output: read_and_display_attribute_value
target: ngx_json_parse_value
output: dl_ang_parse_integer
target: ngx_json
output: ctf_create_per_cu
target: ngx_json_skip_space
output: curl_easy_set_option_error_resolver_start_callback
target: ngx_crypt
output: options_get_only
target: ngx_time
output: curl_easy_set_option_error_write_callback
target: ngx_local_time
output: curl_easy_set_option_error_write_callback
target: ngx_lin_ux_send_file_chain
output: make_directory_private
target: ngx_list_create
output: gl_linked_nx_create
target: ngx_list_push
output: archive_string_copy
target: ngx_load_module
output: ngx_load_module
target: ngx_local_time
output: zn_6_engine_13_addition_move_epns_6_list
target: ngx_lock_fd
output: curl_easy_get_information_error_curl_tls_sess_io_information
target: ngx_log_abort
output: integer
target: ngx_log_error
output: bb_wc
target: ngx_log_error_core
output: terminal_term_64_incr_number_list
target: ngx_log_get_file_log
output: re_location_at
target: ngx_log_initialise
output: shell_quote
target: ngx_log_insert
output: ngx_log_insert
target: ngx_log_open_default
output: ngx_http_user_id_addition
target: ngx_log_standard_error
output: fd_elf_discard_section_eh_frame_hdr
target: ngx_log_set_log
output: ngx_http_echo
target: ngx_log_standard_error
output: integer
target: ngx_process_cycle
output: yy_parse
target: ngx_process_exit
output: ngx_process_exit
target: ngx_md_5_body
output: ngx_md_5_body
target: ngx_md_5_final
output: time_to_chars
target: ngx_md_5_initialise
output: sha_1_initialise_context
target: ngx_md_5_update
output: md_5_process_bytes
target: ngx
output: onig_lookup
target: ngx_memory_2_compare
output: gl_scratch_buffer_set_array_size
target: ngx_hash_2
output: to_utf_8
target: ngx_next_temp_number
output: terminal
target: ngx_next_time
output: shell_to_string
target: ngx_non
output: sq_lite_3_memory_used
target: ngx_open_and_status_file
output: ngx_open_and_status_file
target: ngx_open_cached_file
output: ctf_lookup_by_name_internal
target: ngx_open_directory
output: ngx_http_variable_time_local
target: ngx_open_file_addition_event
output: 
target: ngx_open_file_cache_cleanup
output: ngx_open_file_cache_cleanup
target: ngx_open_file_cache_initialise
output: gl_linked_nx_create_empty
target: ngx_open_file_cache_tree_insert_value
output: ngx_resolver_tree_insert_value
target: ngx_open_file_cache_remove
output: ngx_open_file_cache_remove
target: ngx_open_file_cleanup
output: ngx_open_file_cleanup
target: ngx_open_file_delete_event
output: ngx_open_file_delete_event
target: ngx_open_file
output: ngx_open_file
target: ngx_open_glob
output: fd_elf_set_obj_attribute_contents
target: ngx_open
output: dump_fd
target: ngx_open_temp_file
output: sq_lite_3_open_16
target: ngx_open_at_file
output: ngx_open_at_file
target: ngx_os_initialise
output: gr_ec_gr_ec_scan_bytes
target: ngx_os_signal_process
output: word_split_quote_character
target: ngx_os_initialise
output: read_byte
target: ngx_os_status
output: debug_get_field_type
target: ngx_os_status
output: debug_get_parameter
target: ngx_output_chain
output: ngx_http_upstream_process_request
target: ngx_output_chain_to_io_ec
output: fd_elf_string_tab_restore
target: ngx_alloc
output: memory_to_destination
target: ngx_alloc_block
output: ngx_alloc_block
target: ngx_alloc
output: ngx_alloc
target: ngx_parse_address
output: ctf_dyn_hash_next
target: ngx_parse_address
output: ngx_http_file_cache_file
target: ngx_parse_http_time
output: do_un_define
target: ngx_parse_offset
output: set_string_utf_16
target: ngx_parse_size
output: get_number_base
target: ngx_parse_time
output: read_leb_128
target: ngx_parse_url
output: move_section_contents
target: ngx_pass_open
output: grow_op_array
target: ngx_pc_alloc
output: fd_alloc
target: ngx_free
output: find_item
target: ngx
output: ctf_lookup_by_id
target: ngx_alloc
output: gl_array_nx_addition_at
target: ngx_cleanup_addition
output: gl_tree_nx_addition
target: ngx_cleanup_file
output: ngx_poll_done
target: ngx_delete_file
output: ngx_poll_done
target: ngx_run_cleanup_file
output: server_acl_user_write
target: ngx_pre_initialise
output: archive_64_end_in_function
target: ngx_process_and
output: follow_sym_link
target: ngx_proxy_get
output: ngx_http_proxy_rewrite_cookie
target: ngx_proxy_lookup
output: ngx_http_variable_proxy
target: ngx_proxy_read
output: decode
target: ngx_proxy_read_address
output: move_section_contents
target: ngx_proxy_write
output: lz_4_reset_stream_hc
target: ngx_string_duplicate
output: 15_lookup_variable_pkc
target: ngx_to
output: sq_lite_3_table_name
target: ngx_queue
output: hash_get_entries
target: ngx_queue_sort
output: mb_send_message
target: ngx_128_tree_delete
output: archive_read_register_format
target: ngx_128_tree_find
output: curl
target: ngx_128_tree_insert
output: fd_coff_gc_mark
target: ngx_32_tree_delete
output: win_link_find_by_window
target: ngx_32_tree_find
output: fd_elf_get_section_from_dynamic_symbol
target: ngx_32_tree_insert
output: archive_find_format_options_child
target: ngx_alloc
output: sq_lite_3_window_chain
target: ngx_tree_create
output: gl_tree_nx_addition
target: ngx_tree_delete
output: ngx_http_auto_index_merge_location_configuration
target: ngx_tree_insert
output: addition_lite
target: ngx_tree_insert_timer_value
output: ring_empty_count
target: ngx_tree_insert_value
output: zn_5_input_2_event
target: ngx_tree_next
output: hash_get_entries
target: ngx_read
output: jvp_array_new
target: ngx_read
output: curl_easy_set_option_error_string
target: ngx_read_directory
output: ngx_http_variable_malloc
target: ngx_read_file
output: ngx_http
target: ngx_read_glob
output: word_split_get
target: ngx_read_chain
output: get_line
target: ngx_realloc
output: sq_lite_3_malloc_zero
target: ngx_files
output: free_page_2
target: ngx_reset
output: 
target: ngx_resolve_address
output: ngx_http_map_variable
target: ngx_resolve_address_done
output: fd_elf_link_renumber
target: ngx_resolve_name
output: ngx_http_request_body_filter
target: ngx_resolve_name_done
output: word_split_finish
target: ngx_resolve_name
output: ngx_resolve_name
target: ngx_resolve_start
output: fd_elf_link_addition_version
target: ngx_resolver_alloc
output: ctf_sort
target: ngx_resolver
